Number, Restaurent Name, Trip Advisor URL, Visited?, Rating
174,Broadway Cafe & Jumbo Steak Hoagie,http://tripadvisor.com/Restaurant_Review-g29556-d539707-Reviews-Broadway_Cafe_Jumbo_Steak_Hoagie-Ann_Arbor_Michigan.html,no,
175,Star's Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d1519175-Reviews-Star_s_Cafe-Ann_Arbor_Michigan.html,no,
176,Pieology Pizzeria,http://tripadvisor.com/Restaurant_Review-g29556-d8442384-Reviews-Pieology_Pizzeria-Ann_Arbor_Michigan.html,no,
177,Biercamp,http://tripadvisor.com/Restaurant_Review-g29556-d4481016-Reviews-Biercamp-Ann_Arbor_Michigan.html,no,
178,Miki Japanese Cuisine and Sushi Bar,http://tripadvisor.com/Restaurant_Review-g29556-d416773-Reviews-Miki_Japanese_Cuisine_and_Sushi_Bar-Ann_Arbor_Michigan.html,no,
179,Ginger Deli,http://tripadvisor.com/Restaurant_Review-g29556-d6783655-Reviews-Ginger_Deli-Ann_Arbor_Michigan.html,no,
180,Belly Deli,http://tripadvisor.com/Restaurant_Review-g29556-d4206482-Reviews-Belly_Deli-Ann_Arbor_Michigan.html,no,
181,Chipotle Mexican Grill,http://tripadvisor.com/Restaurant_Review-g29556-d4228421-Reviews-Chipotle_Mexican_Grill-Ann_Arbor_Michigan.html,no,
182,Mark's Carts,http://tripadvisor.com/Restaurant_Review-g29556-d2699124-Reviews-Mark_s_Carts-Ann_Arbor_Michigan.html,no,
183,Little Caeser's,http://tripadvisor.com/Restaurant_Review-g29556-d4875573-Reviews-Little_Caeser_s-Ann_Arbor_Michigan.html,no,
184,Tienda La Libertad,http://tripadvisor.com/Restaurant_Review-g29556-d4744602-Reviews-Tienda_La_Libertad-Ann_Arbor_Michigan.html,no,
185,Subway,http://tripadvisor.com/Restaurant_Review-g29556-d5092724-Reviews-Subway-Ann_Arbor_Michigan.html,no,
186,Hungry Howie's Pizza Ann Arbor MI,http://tripadvisor.com/Restaurant_Review-g29556-d5099008-Reviews-Hungry_Howie_s_Pizza_Ann_Arbor_MI-Ann_Arbor_Michigan.html,no,
187,The Den,http://tripadvisor.com/Restaurant_Review-g29556-d5563576-Reviews-The_Den-Ann_Arbor_Michigan.html,no,
188,Domino's Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d4254914-Reviews-Domino_s_Pizza-Ann_Arbor_Michigan.html,no,
189,Fire House Subs,http://tripadvisor.com/Restaurant_Review-g29556-d4346449-Reviews-Fire_House_Subs-Ann_Arbor_Michigan.html,no,
190,Domino's Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d5084031-Reviews-Domino_s_Pizza-Ann_Arbor_Michigan.html,no,
191,Roly Poly,http://tripadvisor.com/Restaurant_Review-g29556-d3929302-Reviews-Roly_Poly-Ann_Arbor_Michigan.html,no,
192,Ann Arbor Country Club,http://tripadvisor.com/Restaurant_Review-g29556-d5032717-Reviews-Ann_Arbor_Country_Club-Ann_Arbor_Michigan.html,no,
193,Papa John's,http://tripadvisor.com/Restaurant_Review-g29556-d5082217-Reviews-Papa_John_s-Ann_Arbor_Michigan.html,no,
194,Mary's Fabulous Chicken,http://tripadvisor.com/Restaurant_Review-g29556-d3256809-Reviews-Mary_s_Fabulous_Chicken-Ann_Arbor_Michigan.html,no,
195,Stucchi's,http://tripadvisor.com/Restaurant_Review-g29556-d5091827-Reviews-Stucchi_s-Ann_Arbor_Michigan.html,no,
196,Mr. Pizza and The Burrito Joint,http://tripadvisor.com/Restaurant_Review-g29556-d4245226-Reviews-Mr_Pizza_and_The_Burrito_Joint-Ann_Arbor_Michigan.html,no,
197,Liv Wellness & Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d8695920-Reviews-Liv_Wellness_Cafe-Ann_Arbor_Michigan.html,no,
198,Stadium Deli & Wine Shop,http://tripadvisor.com/Restaurant_Review-g29556-d417037-Reviews-Stadium_Deli_Wine_Shop-Ann_Arbor_Michigan.html,no,
199,The Back Alley Gourmet,http://tripadvisor.com/Restaurant_Review-g29556-d4929994-Reviews-The_Back_Alley_Gourmet-Ann_Arbor_Michigan.html,no,
200,Baxters Wine Shop Deli & Bkry,http://tripadvisor.com/Restaurant_Review-g29556-d417004-Reviews-Baxters_Wine_Shop_Deli_Bkry-Ann_Arbor_Michigan.html,no,
201,Domino's Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d5005159-Reviews-Domino_s_Pizza-Ann_Arbor_Michigan.html,no,
202,State Street Deli,http://tripadvisor.com/Restaurant_Review-g29556-d416934-Reviews-State_Street_Deli-Ann_Arbor_Michigan.html,no,
203,Ahmo's Mediterranean Grill,http://tripadvisor.com/Restaurant_Review-g29556-d7699208-Reviews-Ahmo_s_Mediterranean_Grill-Ann_Arbor_Michigan.html,no,
204,Big Boy,http://tripadvisor.com/Restaurant_Review-g29556-d5077629-Reviews-Big_Boy-Ann_Arbor_Michigan.html,no,
205,Arena,http://tripadvisor.com/Restaurant_Review-g29556-d416920-Reviews-Arena-Ann_Arbor_Michigan.html,no,
206,Jefferson Market,http://tripadvisor.com/Restaurant_Review-g29556-d416938-Reviews-Jefferson_Market-Ann_Arbor_Michigan.html,no,
207,Haifa Falafel,http://tripadvisor.com/Restaurant_Review-g29556-d1497780-Reviews-Haifa_Falafel-Ann_Arbor_Michigan.html,no,
208,Good Time Charley's,http://tripadvisor.com/Restaurant_Review-g29556-d416783-Reviews-Good_Time_Charley_s-Ann_Arbor_Michigan.html,no,
209,Michael's Chop House,http://tripadvisor.com/Restaurant_Review-g29556-d416804-Reviews-Michael_s_Chop_House-Ann_Arbor_Michigan.html,no,
210,No Thai,http://tripadvisor.com/Restaurant_Review-g29556-d4748482-Reviews-No_Thai-Ann_Arbor_Michigan.html,no,
211,Angelo's On The Side,http://tripadvisor.com/Restaurant_Review-g29556-d416896-Reviews-Angelo_s_On_The_Side-Ann_Arbor_Michigan.html,no,
212,Orange Leaf Ann Arbor,http://tripadvisor.com/Restaurant_Review-g29556-d5209642-Reviews-Orange_Leaf_Ann_Arbor-Ann_Arbor_Michigan.html,no,
213,King Shing,http://tripadvisor.com/Restaurant_Review-g29556-d4681065-Reviews-King_Shing-Ann_Arbor_Michigan.html,no,
214,Pita Kabob Grill,http://tripadvisor.com/Restaurant_Review-g29556-d3716723-Reviews-Pita_Kabob_Grill-Ann_Arbor_Michigan.html,no,
215,Curry On,http://tripadvisor.com/Restaurant_Review-g29556-d3525208-Reviews-Curry_On-Ann_Arbor_Michigan.html,no,
216,Jimmy John's,http://tripadvisor.com/Restaurant_Review-g29556-d4082358-Reviews-Jimmy_John_s-Ann_Arbor_Michigan.html,no,
217,Five Guys,http://tripadvisor.com/Restaurant_Review-g29556-d2216293-Reviews-Five_Guys-Ann_Arbor_Michigan.html,no,
218,Blue Leprechaun,http://tripadvisor.com/Restaurant_Review-g29556-d4281070-Reviews-Blue_Leprechaun-Ann_Arbor_Michigan.html,no,
219,Lab Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d4641916-Reviews-Lab_Cafe-Ann_Arbor_Michigan.html,no,
220,Frank's Restaurant,http://tripadvisor.com/Restaurant_Review-g29556-d416890-Reviews-Frank_s_Restaurant-Ann_Arbor_Michigan.html,no,
221,aMa Bistro,http://tripadvisor.com/Restaurant_Review-g29556-d8056375-Reviews-AMa_Bistro-Ann_Arbor_Michigan.html,no,
222,Denny's,http://tripadvisor.com/Restaurant_Review-g29556-d417049-Reviews-Denny_s-Ann_Arbor_Michigan.html,no,
223,Roger Monks,http://tripadvisor.com/Restaurant_Review-g29556-d416886-Reviews-Roger_Monks-Ann_Arbor_Michigan.html,no,
224,Marnee Thai - Ann Arbor,http://tripadvisor.com/Restaurant_Review-g29556-d2058385-Reviews-Marnee_Thai_Ann_Arbor-Ann_Arbor_Michigan.html,no,
225,Victors At The Campus Inn,http://tripadvisor.com/Restaurant_Review-g29556-d416925-Reviews-Victors_At_The_Campus_Inn-Ann_Arbor_Michigan.html,no,
226,Taco King,http://tripadvisor.com/Restaurant_Review-g29556-d3627886-Reviews-Taco_King-Ann_Arbor_Michigan.html,no,
227,Applebee's,http://tripadvisor.com/Restaurant_Review-g29556-d416862-Reviews-Applebee_s-Ann_Arbor_Michigan.html,no,
228,No Thai!,http://tripadvisor.com/Restaurant_Review-g29556-d898632-Reviews-No_Thai-Ann_Arbor_Michigan.html,no,
229,Kang's Korean Restaurant,http://tripadvisor.com/Restaurant_Review-g29556-d2500651-Reviews-Kang_s_Korean_Restaurant-Ann_Arbor_Michigan.html,no,
230,The Garden Grille & Bar,http://tripadvisor.com/Restaurant_Review-g29556-d5001290-Reviews-The_Garden_Grille_Bar-Ann_Arbor_Michigan.html,no,
231,Eastern Flame,http://tripadvisor.com/Restaurant_Review-g29556-d2680519-Reviews-Eastern_Flame-Ann_Arbor_Michigan.html,no,
232,Vin Bar,http://tripadvisor.com/Restaurant_Review-g29556-d7236619-Reviews-Vin_Bar-Ann_Arbor_Michigan.html,no,
233,Bubble Island,http://tripadvisor.com/Restaurant_Review-g29556-d416813-Reviews-Bubble_Island-Ann_Arbor_Michigan.html,no,
234,Mancinos Pizzas and Grinders,http://tripadvisor.com/Restaurant_Review-g29556-d417113-Reviews-Mancinos_Pizzas_and_Grinders-Ann_Arbor_Michigan.html,no,
235,Revive,http://tripadvisor.com/Restaurant_Review-g29556-d4244409-Reviews-Revive-Ann_Arbor_Michigan.html,no,
236,Ann Arbor Papa John's,http://tripadvisor.com/Restaurant_Review-g29556-d4253717-Reviews-Ann_Arbor_Papa_John_s-Ann_Arbor_Michigan.html,no,
237,Damas Restaurant,http://tripadvisor.com/Restaurant_Review-g29556-d7019910-Reviews-Damas_Restaurant-Ann_Arbor_Michigan.html,no,
238,Panera Bread,http://tripadvisor.com/Restaurant_Review-g29556-d3716927-Reviews-Panera_Bread-Ann_Arbor_Michigan.html,no,
239,Espresso Royale,http://tripadvisor.com/Restaurant_Review-g29556-d4514188-Reviews-Espresso_Royale-Ann_Arbor_Michigan.html,no,
240,Giardino's Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d3785370-Reviews-Giardino_s_Pizza-Ann_Arbor_Michigan.html,no,
241,Pita King,http://tripadvisor.com/Restaurant_Review-g29556-d8644306-Reviews-Pita_King-Ann_Arbor_Michigan.html,no,
242,Backroom,http://tripadvisor.com/Restaurant_Review-g29556-d416879-Reviews-Backroom-Ann_Arbor_Michigan.html,no,
243,Guy Hollerin's,http://tripadvisor.com/Restaurant_Review-g29556-d2162106-Reviews-Guy_Hollerin_s-Ann_Arbor_Michigan.html,no,
244,Sottini's Sub Shop,http://tripadvisor.com/Restaurant_Review-g29556-d417035-Reviews-Sottini_s_Sub_Shop-Ann_Arbor_Michigan.html,no,
245,Cafe Verde,http://tripadvisor.com/Restaurant_Review-g29556-d416910-Reviews-Cafe_Verde-Ann_Arbor_Michigan.html,no,
246,Mr Spot's,http://tripadvisor.com/Restaurant_Review-g29556-d416798-Reviews-Mr_Spot_s-Ann_Arbor_Michigan.html,no,
247,Yee Siang Dumplings,http://tripadvisor.com/Restaurant_Review-g29556-d9702098-Reviews-Yee_Siang_Dumplings-Ann_Arbor_Michigan.html,no,
248,Eat Catering & Carry Out,http://tripadvisor.com/Restaurant_Review-g29556-d3845554-Reviews-Eat_Catering_Carry_Out-Ann_Arbor_Michigan.html,no,
249,Rich J C Korean Restaurant,http://tripadvisor.com/Restaurant_Review-g29556-d5256918-Reviews-Rich_J_C_Korean_Restaurant-Ann_Arbor_Michigan.html,no,
250,Emerald City Restaurant,http://tripadvisor.com/Restaurant_Review-g29556-d416988-Reviews-Emerald_City_Restaurant-Ann_Arbor_Michigan.html,no,
251,DiBella's,http://tripadvisor.com/Restaurant_Review-g29556-d1717885-Reviews-DiBella_s-Ann_Arbor_Michigan.html,no,
252,Cottage Inn Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d4641943-Reviews-Cottage_Inn_Pizza-Ann_Arbor_Michigan.html,no,
253,Katoi,http://tripadvisor.com/Restaurant_Review-g29556-d8710029-Reviews-Katoi-Ann_Arbor_Michigan.html,no,
254,Bangkok Cuisine Express III,http://tripadvisor.com/Restaurant_Review-g29556-d1894914-Reviews-Bangkok_Cuisine_Express_III-Ann_Arbor_Michigan.html,no,
255,Suvai,http://tripadvisor.com/Restaurant_Review-g29556-d3346697-Reviews-Suvai-Ann_Arbor_Michigan.html,no,
256,Old Town,http://tripadvisor.com/Restaurant_Review-g29556-d416876-Reviews-Old_Town-Ann_Arbor_Michigan.html,no,
257,PIZZA PINO EATERY,http://tripadvisor.com/Restaurant_Review-g29556-d3250918-Reviews-PIZZA_PINO_EATERY-Ann_Arbor_Michigan.html,no,
258,South U Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d4820857-Reviews-South_U_Pizza-Ann_Arbor_Michigan.html,no,
259,Bob Evans,http://tripadvisor.com/Restaurant_Review-g29556-d417048-Reviews-Bob_Evans-Ann_Arbor_Michigan.html,no,
260,Nagomi Sushi,http://tripadvisor.com/Restaurant_Review-g29556-d4635187-Reviews-Nagomi_Sushi-Ann_Arbor_Michigan.html,no,
261,Wendy's,http://tripadvisor.com/Restaurant_Review-g29556-d4614578-Reviews-Wendy_s-Ann_Arbor_Michigan.html,no,
262,Five Guys,http://tripadvisor.com/Restaurant_Review-g29556-d8802954-Reviews-Five_Guys-Ann_Arbor_Michigan.html,no,
263,The Pita Pit,http://tripadvisor.com/Restaurant_Review-g29556-d417025-Reviews-The_Pita_Pit-Ann_Arbor_Michigan.html,no,
264,Saigon Garden,http://tripadvisor.com/Restaurant_Review-g29556-d416823-Reviews-Saigon_Garden-Ann_Arbor_Michigan.html,no,
265,Panchero's Mexican Grill,http://tripadvisor.com/Restaurant_Review-g29556-d416880-Reviews-Panchero_s_Mexican_Grill-Ann_Arbor_Michigan.html,no,
266,Noodles & Company,http://tripadvisor.com/Restaurant_Review-g29556-d951623-Reviews-Noodles_Company-Ann_Arbor_Michigan.html,no,
267,The Big Salad,http://tripadvisor.com/Restaurant_Review-g29556-d4353627-Reviews-The_Big_Salad-Ann_Arbor_Michigan.html,no,
268,Achilles Restaurant,http://tripadvisor.com/Restaurant_Review-g29556-d416955-Reviews-Achilles_Restaurant-Ann_Arbor_Michigan.html,no,
269,Domino's Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d4831456-Reviews-Domino_s_Pizza-Ann_Arbor_Michigan.html,no,
270,UMI Sushi,http://tripadvisor.com/Restaurant_Review-g29556-d2392253-Reviews-UMI_Sushi-Ann_Arbor_Michigan.html,no,
271,Cafe Ambrosia,http://tripadvisor.com/Restaurant_Review-g29556-d416808-Reviews-Cafe_Ambrosia-Ann_Arbor_Michigan.html,no,
272,Alpha Koney Island,http://tripadvisor.com/Restaurant_Review-g29556-d417085-Reviews-Alpha_Koney_Island-Ann_Arbor_Michigan.html,no,
273,RIcewood,http://tripadvisor.com/Restaurant_Review-g29556-d8272697-Reviews-RIcewood-Ann_Arbor_Michigan.html,no,
274,Buffalo Wild Wings,http://tripadvisor.com/Restaurant_Review-g29556-d1070600-Reviews-Buffalo_Wild_Wings-Ann_Arbor_Michigan.html,no,
275,No Thai,http://tripadvisor.com/Restaurant_Review-g29556-d5233992-Reviews-No_Thai-Ann_Arbor_Michigan.html,no,
276,Ahmo's Gyro's & Deli,http://tripadvisor.com/Restaurant_Review-g29556-d2162115-Reviews-Ahmo_s_Gyro_s_Deli-Ann_Arbor_Michigan.html,no,
277,Leo's Coney Island,http://tripadvisor.com/Restaurant_Review-g29556-d4712691-Reviews-Leo_s_Coney_Island-Ann_Arbor_Michigan.html,no,
278,Five Guys,http://tripadvisor.com/Restaurant_Review-g29556-d5097308-Reviews-Five_Guys-Ann_Arbor_Michigan.html,no,
279,Babs' Underground,http://tripadvisor.com/Restaurant_Review-g29556-d1948683-Reviews-Babs_Underground-Ann_Arbor_Michigan.html,no,
280,Potbelly Sandwich Works,http://tripadvisor.com/Restaurant_Review-g29556-d1478496-Reviews-Potbelly_Sandwich_Works-Ann_Arbor_Michigan.html,no,
281,Big Ten Burrito,http://tripadvisor.com/Restaurant_Review-g29556-d4623929-Reviews-Big_Ten_Burrito-Ann_Arbor_Michigan.html,no,
282,Moe's Southwest Grill,http://tripadvisor.com/Restaurant_Review-g29556-d4035365-Reviews-Moe_s_Southwest_Grill-Ann_Arbor_Michigan.html,no,
283,New York Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d416765-Reviews-New_York_Pizza-Ann_Arbor_Michigan.html,no,
284,Jimmy John's Gourmet Sandwiches,http://tripadvisor.com/Restaurant_Review-g29556-d7350376-Reviews-Jimmy_John_s_Gourmet_Sandwiches-Ann_Arbor_Michigan.html,no,
285,Amer's,http://tripadvisor.com/Restaurant_Review-g29556-d416815-Reviews-Amer_s-Ann_Arbor_Michigan.html,no,
286,Rod's Diner & Corporation,http://tripadvisor.com/Restaurant_Review-g29556-d416902-Reviews-Rod_s_Diner_Corporation-Ann_Arbor_Michigan.html,no,
287,Cottage Inn Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d4399603-Reviews-Cottage_Inn_Pizza-Ann_Arbor_Michigan.html,no,
288,Izzy's Hoagie Shop,http://tripadvisor.com/Restaurant_Review-g29556-d416863-Reviews-Izzy_s_Hoagie_Shop-Ann_Arbor_Michigan.html,no,
289,Old German,http://tripadvisor.com/Restaurant_Review-g29556-d4542336-Reviews-Old_German-Ann_Arbor_Michigan.html,no,
290,Taqueria La Fiesta,http://tripadvisor.com/Restaurant_Review-g29556-d3734004-Reviews-Taqueria_La_Fiesta-Ann_Arbor_Michigan.html,no,
291,Joe's Crab Shack,http://tripadvisor.com/Restaurant_Review-g29556-d416858-Reviews-Joe_s_Crab_Shack-Ann_Arbor_Michigan.html,no,
292,Chipotle Mexican Grill,http://tripadvisor.com/Restaurant_Review-g29556-d4634357-Reviews-Chipotle_Mexican_Grill-Ann_Arbor_Michigan.html,no,
293,China Gate,http://tripadvisor.com/Restaurant_Review-g29556-d416772-Reviews-China_Gate-Ann_Arbor_Michigan.html,no,
294,McDonald's,http://tripadvisor.com/Restaurant_Review-g29556-d4541074-Reviews-McDonald_s-Ann_Arbor_Michigan.html,no,
295,Ayaka,http://tripadvisor.com/Restaurant_Review-g29556-d4542485-Reviews-Ayaka-Ann_Arbor_Michigan.html,no,
296,Wendy's,http://tripadvisor.com/Restaurant_Review-g29556-d5065971-Reviews-Wendy_s-Ann_Arbor_Michigan.html,no,
297,Score Keepers,http://tripadvisor.com/Restaurant_Review-g29556-d4982485-Reviews-Score_Keepers-Ann_Arbor_Michigan.html,no,
298,Mi Compadre,http://tripadvisor.com/Restaurant_Review-g29556-d7984640-Reviews-Mi_Compadre-Ann_Arbor_Michigan.html,no,
299,Sabor Latino Restaurant Tqria,http://tripadvisor.com/Restaurant_Review-g29556-d416891-Reviews-Sabor_Latino_Restaurant_Tqria-Ann_Arbor_Michigan.html,no,
300,Seoul Korner Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d416848-Reviews-Seoul_Korner_Cafe-Ann_Arbor_Michigan.html,no,
301,Zoup! Fresh Soup Co,http://tripadvisor.com/Restaurant_Review-g29556-d1016746-Reviews-Zoup_Fresh_Soup_Co-Ann_Arbor_Michigan.html,no,
302,Panera Bread,http://tripadvisor.com/Restaurant_Review-g29556-d3717143-Reviews-Panera_Bread-Ann_Arbor_Michigan.html,no,
303,Noodles & Company,http://tripadvisor.com/Restaurant_Review-g29556-d6564719-Reviews-Noodles_Company-Ann_Arbor_Michigan.html,no,
304,Chipotle Mexican Grill,http://tripadvisor.com/Restaurant_Review-g29556-d5108768-Reviews-Chipotle_Mexican_Grill-Ann_Arbor_Michigan.html,no,
305,DKY Sushi,http://tripadvisor.com/Restaurant_Review-g29556-d5091326-Reviews-DKY_Sushi-Ann_Arbor_Michigan.html,no,
306,Chan's Garden,http://tripadvisor.com/Restaurant_Review-g29556-d4645599-Reviews-Chan_s_Garden-Ann_Arbor_Michigan.html,no,
307,Teriyaki Time,http://tripadvisor.com/Restaurant_Review-g29556-d510684-Reviews-Teriyaki_Time-Ann_Arbor_Michigan.html,no,
308,Jet's Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d5045512-Reviews-Jet_s_Pizza-Ann_Arbor_Michigan.html,no,
309,Morgan and York,http://tripadvisor.com/Restaurant_Review-g29556-d10661076-Reviews-Morgan_and_York-Ann_Arbor_Michigan.html,no,
310,Taco Bell,http://tripadvisor.com/Restaurant_Review-g29556-d4641926-Reviews-Taco_Bell-Ann_Arbor_Michigan.html,no,
311,Simply Spanish,http://tripadvisor.com/Restaurant_Review-g29556-d6882298-Reviews-Simply_Spanish-Ann_Arbor_Michigan.html,no,
312,Ray's Red Hots,http://tripadvisor.com/Restaurant_Review-g29556-d4569888-Reviews-Ray_s_Red_Hots-Ann_Arbor_Michigan.html,no,
313,Sweetology,http://tripadvisor.com/Restaurant_Review-g29556-d8462903-Reviews-Sweetology-Ann_Arbor_Michigan.html,no,
314,BTB Cantina,http://tripadvisor.com/Restaurant_Review-g29556-d5091792-Reviews-BTB_Cantina-Ann_Arbor_Michigan.html,no,
315,Panda Express,http://tripadvisor.com/Restaurant_Review-g29556-d4976786-Reviews-Panda_Express-Ann_Arbor_Michigan.html,no,
316,Quickie Burger Bar & Grill,http://tripadvisor.com/Restaurant_Review-g29556-d5110781-Reviews-Quickie_Burger_Bar_Grill-Ann_Arbor_Michigan.html,no,
317,Jimmy John's Gourmet Sandwiches,http://tripadvisor.com/Restaurant_Review-g29556-d9701756-Reviews-Jimmy_John_s_Gourmet_Sandwiches-Ann_Arbor_Michigan.html,no,
318,University Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d3507216-Reviews-University_Cafe-Ann_Arbor_Michigan.html,no,
319,Beanster's Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d5544961-Reviews-Beanster_s_Cafe-Ann_Arbor_Michigan.html,no,
320,Copernicus European DLCTSN,http://tripadvisor.com/Restaurant_Review-g29556-d4992775-Reviews-Copernicus_European_DLCTSN-Ann_Arbor_Michigan.html,no,
321,Panda House,http://tripadvisor.com/Restaurant_Review-g29556-d417086-Reviews-Panda_House-Ann_Arbor_Michigan.html,no,
322,Oasis Deli,http://tripadvisor.com/Restaurant_Review-g29556-d416906-Reviews-Oasis_Deli-Ann_Arbor_Michigan.html,no,
323,Alley Bar,http://tripadvisor.com/Restaurant_Review-g29556-d4440772-Reviews-Alley_Bar-Ann_Arbor_Michigan.html,no,
324,Saica Restaurant,http://tripadvisor.com/Restaurant_Review-g29556-d416930-Reviews-Saica_Restaurant-Ann_Arbor_Michigan.html,no,
325,Outback Steakhouse,http://tripadvisor.com/Restaurant_Review-g29556-d416801-Reviews-Outback_Steakhouse-Ann_Arbor_Michigan.html,no,
326,Kai Garden,http://tripadvisor.com/Restaurant_Review-g29556-d416947-Reviews-Kai_Garden-Ann_Arbor_Michigan.html,no,
327,Potbelly Sandwich Works,http://tripadvisor.com/Restaurant_Review-g29556-d951794-Reviews-Potbelly_Sandwich_Works-Ann_Arbor_Michigan.html,no,
328,Taco Bell,http://tripadvisor.com/Restaurant_Review-g29556-d5025414-Reviews-Taco_Bell-Ann_Arbor_Michigan.html,no,
329,Marco's Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d416932-Reviews-Marco_s_Pizza-Ann_Arbor_Michigan.html,no,
330,Tasty Green Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d5457238-Reviews-Tasty_Green_Cafe-Ann_Arbor_Michigan.html,no,
331,MoonWinks Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d1009673-Reviews-MoonWinks_Cafe-Ann_Arbor_Michigan.html,no,
332,Piada Italian Street Food,http://tripadvisor.com/Restaurant_Review-g29556-d10321499-Reviews-Piada_Italian_Street_Food-Ann_Arbor_Michigan.html,no,
333,Fraser's Pub,http://tripadvisor.com/Restaurant_Review-g29556-d416897-Reviews-Fraser_s_Pub-Ann_Arbor_Michigan.html,no,
334,Mash,http://tripadvisor.com/Restaurant_Review-g29556-d3785364-Reviews-Mash-Ann_Arbor_Michigan.html,no,
335,China King,http://tripadvisor.com/Restaurant_Review-g29556-d8365201-Reviews-China_King-Ann_Arbor_Michigan.html,no,
336,Qdoba Mexican Grill,http://tripadvisor.com/Restaurant_Review-g29556-d3570199-Reviews-Qdoba_Mexican_Grill-Ann_Arbor_Michigan.html,no,
337,A Hello Faz Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d417060-Reviews-A_Hello_Faz_Pizza-Ann_Arbor_Michigan.html,no,
338,Brown Jug Restaurant,http://tripadvisor.com/Restaurant_Review-g29556-d416785-Reviews-Brown_Jug_Restaurant-Ann_Arbor_Michigan.html,no,
339,KFC,http://tripadvisor.com/Restaurant_Review-g29556-d4616410-Reviews-KFC-Ann_Arbor_Michigan.html,no,
340,Taco King,http://tripadvisor.com/Restaurant_Review-g29556-d8305618-Reviews-Taco_King-Ann_Arbor_Michigan.html,no,
341,Just Baked,http://tripadvisor.com/Restaurant_Review-g29556-d5085658-Reviews-Just_Baked-Ann_Arbor_Michigan.html,no,
342,Qdoba Mexican Grill,http://tripadvisor.com/Restaurant_Review-g29556-d3570663-Reviews-Qdoba_Mexican_Grill-Ann_Arbor_Michigan.html,no,
343,Hunter House Ann Arbor,http://tripadvisor.com/Restaurant_Review-g29556-d7236223-Reviews-Hunter_House_Ann_Arbor-Ann_Arbor_Michigan.html,no,
344,No Thai,http://tripadvisor.com/Restaurant_Review-g29556-d10636252-Reviews-No_Thai-Ann_Arbor_Michigan.html,no,
345,Panda Korean & Chinese Food,http://tripadvisor.com/Restaurant_Review-g29556-d416796-Reviews-Panda_Korean_Chinese_Food-Ann_Arbor_Michigan.html,no,
346,Sushi Tatsu,http://tripadvisor.com/Restaurant_Review-g29556-d6751056-Reviews-Sushi_Tatsu-Ann_Arbor_Michigan.html,no,
347,Domino's Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d3733912-Reviews-Domino_s_Pizza-Ann_Arbor_Michigan.html,no,
348,Subway,http://tripadvisor.com/Restaurant_Review-g29556-d4247030-Reviews-Subway-Ann_Arbor_Michigan.html,no,
349,Little Porkie's Pizza-N-More,http://tripadvisor.com/Restaurant_Review-g29556-d4655449-Reviews-Little_Porkie_s_Pizza_N_More-Ann_Arbor_Michigan.html,no,
350,McDonald's,http://tripadvisor.com/Restaurant_Review-g29556-d5586993-Reviews-McDonald_s-Ann_Arbor_Michigan.html,no,
351,Panda Express,http://tripadvisor.com/Restaurant_Review-g29556-d5012711-Reviews-Panda_Express-Ann_Arbor_Michigan.html,no,
352,Great Harvest Bread,http://tripadvisor.com/Restaurant_Review-g29556-d5095954-Reviews-Great_Harvest_Bread-Ann_Arbor_Michigan.html,no,
353,Zingerman's Events on Fourth,http://tripadvisor.com/Restaurant_Review-g29556-d3235921-Reviews-Zingerman_s_Events_on_Fourth-Ann_Arbor_Michigan.html,no,
354,Bella Italia,http://tripadvisor.com/Restaurant_Review-g29556-d2093569-Reviews-Bella_Italia-Ann_Arbor_Michigan.html,no,
355,Jet's Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d3457355-Reviews-Jet_s_Pizza-Ann_Arbor_Michigan.html,no,
356,Panera Bread,http://tripadvisor.com/Restaurant_Review-g29556-d3707641-Reviews-Panera_Bread-Ann_Arbor_Michigan.html,no,
357,Happy Wok,http://tripadvisor.com/Restaurant_Review-g29556-d417072-Reviews-Happy_Wok-Ann_Arbor_Michigan.html,no,
358,Great Plains Burger Company,http://tripadvisor.com/Restaurant_Review-g29556-d1631723-Reviews-Great_Plains_Burger_Company-Ann_Arbor_Michigan.html,no,
